NUMBER,STD_MAKE,STD_MODEL,STD_TRIM,COUNT_NEW,COUNT_ALL, PCT_NEW , CUM_PCT_NEW 
1702,SATURN,OUTLOOK,XE AWD,0,1, -   , 1.000000 
1703,SATURN,OUTLOOK,XR,0,1, -   , 1.000000 
1704,SATURN,RELAY,RELAY 2,0,1, -   , 1.000000 
1705,SATURN,SC 2DR,,0,1, -   , 1.000000 
1706,SATURN,SL,SL1 AT,0,1, -   , 1.000000 
1707,SATURN,SL,,0,1, -   , 1.000000 
1708,SATURN,VUE,RED LINE,0,1, -   , 1.000000 
1709,SATURN,VUE,XE,0,1, -   , 1.000000 
1710,SCION,IQ,3DR HB,0,1, -   , 1.000000 
1711,SCION,TC,2DR,0,1, -   , 1.000000 
1712,SCION,TC,2DR HB MT,0,1, -   , 1.000000 
1713,SCION,TC,HB,0,1, -   , 1.000000 
1714,SCION,TC,RELEASE SERIES 7.0,0,1, -   , 1.000000 
1715,SCION,TC,SPEC,0,1, -   , 1.000000 
1716,SCION,XA,4DR SDN AT,0,1, -   , 1.000000 
1717,SCION,XA,,0,1, -   , 1.000000 
1718,SCION,XB,5DR,0,1, -   , 1.000000 
1719,SCION,XB,BASE,0,1, -   , 1.000000 
1720,SCION,XB,WAGON,0,1, -   , 1.000000 
1721,SMART,FORTWO,PASSION,0,1, -   , 1.000000 
1722,SMART,FORTWO,PASSION COUPE,0,1, -   , 1.000000 
1723,SMART,FORTWO,PURE,0,1, -   , 1.000000 
1724,SMART,FORTWO,PURE COUPE,0,1, -   , 1.000000 
1725,SMART,FORTWO,,0,1, -   , 1.000000 
1726,SUBARU,TRIBECA,5-PASS LTD,0,1, -   , 1.000000 
1727,SUBARU,FORESTER,2.5X,0,3, -   , 1.000000 
1728,SUBARU,FORESTER,2.5X AWD,0,1, -   , 1.000000 
1729,SUBARU,FORESTER,2.5X PREM,0,8, -   , 1.000000 
1730,SUBARU,FORESTER,2.5X PREM AWD ALL-WEATHER PKG,0,1, -   , 1.000000 
1731,SUBARU,FORESTER,2.5XPREMPK,0,1, -   , 1.000000 
1732,SUBARU,FORESTER,AWD PREM,0,1, -   , 1.000000 
1733,SUBARU,FORESTER,X AWD,0,1, -   , 1.000000 
1734,SUBARU,FORESTER,X L.L. BEAN ED,0,1, -   , 1.000000 
1735,SUBARU,FORESTER,X PREM AWD ALL-WEATHER PKG,0,1, -   , 1.000000 
1736,SUBARU,FORESTER,X,0,1, -   , 1.000000 
1737,SUBARU,IMPREZA,2.5I AWD,0,1, -   , 1.000000 
1738,SUBARU,IMPREZA,2.5I,0,3, -   , 1.000000 
1739,SUBARU,IMPREZA,I,0,4, -   , 1.000000 
1740,SUBARU,IMPREZA,I PREM,0,1, -   , 1.000000 
1741,SUBARU,IMPREZA,L,0,1, -   , 1.000000 
1742,SUBARU,IMPREZA,4DR,0,1, -   , 1.000000 
1743,SUBARU,IMPREZA,OUTBACK SPT AWD,0,1, -   , 1.000000 
1744,SUBARU,IMPREZA,SPRT,0,1, -   , 1.000000 
1745,SUBARU,LEGACY,2.5I LTD,0,1, -   , 1.000000 
1746,SUBARU,LEGACY,LIM,0,1, -   , 1.000000 
1747,SUBARU,LEGACY,LIM PWR MOON,0,1, -   , 1.000000 
1748,SUBARU,LEGACY,L,0,2, -   , 1.000000 
1749,SUBARU,LEGACY,OUTBACK 3.0 R L.L. BEAN,0,2, -   , 1.000000 
1750,SUBARU,LEGACY,I,0,1, -   , 1.000000 
1751,SUBARU,LEGACY,OUTBACK,0,3, -   , 1.000000 
1752,SUBARU,LEGACY,OUTBACK LTD,0,1, -   , 1.000000 
1753,SUBARU,LEGACY,XA BRIGHTON,0,1, -   , 1.000000 
1754,SUBARU,OUTBACK,2.5I PREM AWP,0,2, -   , 1.000000 
1755,SUBARU,OUTBACK,3.6R LIM PWR MOON,0,2, -   , 1.000000 
1756,SUBARU,OUTBACK,3.6R PREM,0,1, -   , 1.000000 
1757,SUBARU,OUTBACK,AWD SPECIAL,0,1, -   , 1.000000 
1758,SUBARU,OUTBACK,LTD,0,1, -   , 1.000000 
1759,SUBARU,OUTBACK,LTD PWR MOON,0,1, -   , 1.000000 
1760,SUBARU,OUTBACK,PREM ALL-WEATHER,0,1, -   , 1.000000 
1761,SUBARU,OUTBACK,PREM ALL-WEATHR,0,1, -   , 1.000000 
1762,SUBARU,OUTBACK,SPECIAL,0,1, -   , 1.000000 
1763,SUBARU,OUTBACK,,0,1, -   , 1.000000 
1764,SUZUKI,FORENZA,EX,0,1, -   , 1.000000 
1765,SUZUKI,KIZASHI,GTS,0,1, -   , 1.000000 
1766,SUZUKI,SX4,LE,0,1, -   , 1.000000 
1767,SUZUKI,SX4,,0,1, -   , 1.000000 
1768,SUZUKI,XL7,BASE,0,1, -   , 1.000000 
1769,SUZUKI,XL7,PREM,0,1, -   , 1.000000 
1770,SUZUKI,XL7,+S 4WD,0,1, -   , 1.000000 
1771,SUZUKI,XL7,,0,1, -   , 1.000000 
1772,TOYOTA,CAMRY,,0,13, -   , 1.000000 
1773,TOYOTA,COROLLA,,0,7, -   , 1.000000 
1774,TOYOTA,4RUNNER,SPT,0,1, -   , 1.000000 
1775,TOYOTA,4RUNNER,SR5 PREM,0,1, -   , 1.000000 
1776,TOYOTA,4RUNNER,SR5V,0,1, -   , 1.000000 
1777,TOYOTA,AVALON,XL,0,1, -   , 1.000000 
1778,TOYOTA,AVALON,XLS,0,5, -   , 1.000000 
1779,TOYOTA,AVALON,,0,3, -   , 1.000000 
1780,TOYOTA,CAMRY,4DR SDN I4 AT,0,1, -   , 1.000000 
1781,TOYOTA,CAMRY,4DR SDN I4 SE AT,0,1, -   , 1.000000 
1782,TOYOTA,CAMRY,LE LIMI SE XL XLE XLS,0,1, -   , 1.000000 
1783,TOYOTA,CAMRY,SLE,0,3, -   , 1.000000 
1784,TOYOTA,CELICA,GT,0,1, -   , 1.000000 
1785,TOYOTA,COROLLA,4DR SDN LE AT,0,1, -   , 1.000000 
1786,TOYOTA,HIGHLANDER,AWD,0,2, -   , 1.000000 
1787,TOYOTA,HIGHLANDER,BASE,0,3, -   , 1.000000 
1788,TOYOTA,HIGHLANDER,SE AWD,0,1, -   , 1.000000 
1789,TOYOTA,HIGHLANDER,STD,0,2, -   , 1.000000 
1790,TOYOTA,LAND CRUISER,,0,1, -   , 1.000000 
1791,TOYOTA,MATRIX,AUTOMATIC,0,1, -   , 1.000000 
1792,TOYOTA,MATRIX,XR,0,2, -   , 1.000000 
1793,TOYOTA,PRIUS,BASE,0,2, -   , 1.000000 
1794,TOYOTA,PRIUS,HYBRID HB,0,13, -   , 1.000000 
1795,TOYOTA,PRIUS,I,0,4, -   , 1.000000 
1796,TOYOTA,PRIUS,II,0,2, -   , 1.000000 
1797,TOYOTA,PRIUS,III,0,3, -   , 1.000000 
1798,TOYOTA,PRIUS,IV,0,2, -   , 1.000000 
1799,TOYOTA,PRIUS,TOURING,0,1, -   , 1.000000 
1800,TOYOTA,RAV4,4DR 4WD 4CYL 4SPD,0,1, -   , 1.000000 
1801,TOYOTA,RAV4,4DR 4WD V6,0,1, -   , 1.000000 
1802,TOYOTA,RAV4,4DR FWD LE,0,1, -   , 1.000000 
1803,TOYOTA,RAV4,4DR I4 FWD,0,1, -   , 1.000000 
1804,TOYOTA,RAV4,4WD,0,2, -   , 1.000000 
1805,TOYOTA,RAV4,4X4,0,7, -   , 1.000000 
1806,TOYOTA,RAV4,AWD,0,2, -   , 1.000000 
1807,TOYOTA,RAV4,BASE,0,1, -   , 1.000000 
1808,TOYOTA,RAV4,FWD,0,1, -   , 1.000000 
1809,TOYOTA,RAV4,LIM 4WD,0,1, -   , 1.000000 
1810,TOYOTA,RAV4,LTD,0,2, -   , 1.000000 
1811,TOYOTA,RAV4,SPT,0,2, -   , 1.000000 
1812,TOYOTA,RAV4,STD,0,1, -   , 1.000000 
1813,TOYOTA,RAV4,,0,6, -   , 1.000000 
1814,TOYOTA,SEQUOIA,SR5,0,1, -   , 1.000000 
1815,TOYOTA,SIENNA,5DR 7P I4 FWD,0,1, -   , 1.000000 
1816,TOYOTA,SIENNA,LIM AWD,0,2, -   , 1.000000 
1817,TOYOTA,SIENNA,XLE AWD,0,2, -   , 1.000000 
1818,TOYOTA,SIENNA,,0,5, -   , 1.000000 
1819,TOYOTA,TACOMA,CREW CAB PRERUNNER,0,3, -   , 1.000000 
1820,TOYOTA,TACOMA,DBL CAB 4WD AT,0,1, -   , 1.000000 
1821,TOYOTA,TACOMA,DBL CAB 4WD V6 AT,0,1, -   , 1.000000 
1822,TOYOTA,TACOMA,DOUBCAB,0,2, -   , 1.000000 
1823,TOYOTA,TACOMA,DOUBLE CAB 4 X 4,0,1, -   , 1.000000 
1824,TOYOTA,TACOMA,REG CAB 2WD AT,0,1, -   , 1.000000 
1825,TOYOTA,TUNDRA,CREW MAX ROCK WARRIOR,0,1, -   , 1.000000 
1826,TOYOTA,TUNDRA,DOUBLE CAB,0,3, -   , 1.000000 
1827,TOYOTA,TUNDRA,LIM 4X4,0,1, -   , 1.000000 
1828,TOYOTA,TUNDRA,LIM DOUBLE CAB 4 X 4,0,1, -   , 1.000000 
1829,TOYOTA,TUNDRA,LTD,0,1, -   , 1.000000 
1830,TOYOTA,TUNDRA,ROCK WARRIOR 4 X 4,0,1, -   , 1.000000 
1831,TOYOTA,TUNDRA,SR5,0,9, -   , 1.000000 
1832,TOYOTA,TUNDRA,CREW 2WD V8 5.7 G,0,1, -   , 1.000000 
1833,TOYOTA,TUNDRA,DB 2WD V8 5.7 GRD,0,1, -   , 1.000000 
1834,TOYOTA,TUNDRA,GRADE,0,3, -   , 1.000000 
1835,TOYOTA,VENZA,4DR WGN V6 AWD,0,1, -   , 1.000000 
1836,TOYOTA,VENZA,4DR WGN V6 FWD,0,1, -   , 1.000000 
1837,TOYOTA,VENZA,FWD,0,1, -   , 1.000000 
1838,TOYOTA,VENZA,,0,6, -   , 1.000000 
1839,TOYOTA,YARIS,BASE,0,1, -   , 1.000000 
1840,TOYOTA,YARIS,S,0,2, -   , 1.000000 
1841,TOYOTA,YARIS,,0,1, -   , 1.000000 
1842,TRITON,SC18,,0,1, -   , 1.000000 
1843,VOLKSWAGEN,BEETLE,2.5L PZEV,0,1, -   , 1.000000 
1844,VOLKSWAGEN,BEETLE,CONV,0,1, -   , 1.000000 
1845,VOLKSWAGEN,BEETLE,COUPE,0,6, -   , 1.000000 
1846,VOLKSWAGEN,CABRIO,GLX,0,1, -   , 1.000000 
1847,VOLKSWAGEN,CC,SPT PZEV,0,1, -   , 1.000000 
1848,VOLKSWAGEN,COUPE,GLS,0,1, -   , 1.000000 
1849,VOLKSWAGEN,EOS,KOMFORT CONV,0,3, -   , 1.000000 
1850,VOLKSWAGEN,GTI,2DR HB 1.8 ATT,0,1, -   , 1.000000 
1851,VOLKSWAGEN,GTI,HB,0,3, -   , 1.000000 
1852,VOLKSWAGEN,JETTA,LIM,0,5, -   , 1.000000 
1853,VOLKSWAGEN,JETTA,2.5,0,1, -   , 1.000000 
1854,VOLKSWAGEN,JETTA,2.5L,0,1, -   , 1.000000 
1855,VOLKSWAGEN,JETTA,GLS,0,3, -   , 1.000000 
1856,VOLKSWAGEN,JETTA,SE PZEV,0,3, -   , 1.000000 
1857,VOLKSWAGEN,JETTA,WOLFSBURG,0,2, -   , 1.000000 
1858,VOLKSWAGEN,JETTA,,0,2, -   , 1.000000 
1859,VOLKSWAGEN,BEETLE,2DR,0,1, -   , 1.000000 
1860,VOLKSWAGEN,BEETLE,S,0,2, -   , 1.000000 
1861,VOLKSWAGEN,BEETLE,GLS,0,2, -   , 1.000000 
1862,VOLKSWAGEN,PASSAT,GLX,0,2, -   , 1.000000 
1863,VOLKSWAGEN,PASSAT,KOMFORT,0,2, -   , 1.000000 
1864,VOLKSWAGEN,PASSAT,3.6L,0,1, -   , 1.000000 
1865,VOLKSWAGEN,PASSAT,,0,1, -   , 1.000000 
1866,VOLKSWAGEN,ROUTAN,SE,0,2, -   , 1.000000 
1867,VOLKSWAGEN,ROUTAN,,0,1, -   , 1.000000 
1868,VOLKSWAGEN,TIGUAN,WOLFSBURG,0,1, -   , 1.000000 
1869,VOLKSWAGEN,TOUAREG,4X4,0,1, -   , 1.000000 
1870,VOLKSWAGEN,TOUAREG,AWD,0,1, -   , 1.000000 
1871,VOLKSWAGEN,TOUAREG,V6 TDI,0,1, -   , 1.000000 
1872,VOLKSWAGEN,TOUAREG,VR6 4X4,0,1, -   , 1.000000 
1873,VOLKSWAGEN,TOUAREG,,0,1, -   , 1.000000 
1874,VOLVO,C30,HB,0,2, -   , 1.000000 
1875,VOLVO,C30,R-DESIGN,0,1, -   , 1.000000 
1876,VOLVO,C30,VERSION 1.0,0,1, -   , 1.000000 
1877,VOLVO,C30,VERSION 2.0,0,1, -   , 1.000000 
1878,VOLVO,C70,2DR CONV AT,0,1, -   , 1.000000 
1879,VOLVO,C70,CONV,0,8, -   , 1.000000 
1880,VOLVO,C70,HT M SR 2DR CPE M,0,1, -   , 1.000000 
1881,VOLVO,C70,LT,0,1, -   , 1.000000 
1882,VOLVO,C70,T-5 PREM,0,1, -   , 1.000000 
1883,VOLVO,S40,2.4L,0,1, -   , 1.000000 
1884,VOLVO,S40,2.5L TURBO AWD,0,1, -   , 1.000000 
1885,VOLVO,S40,2.5L TURBO NAV,0,1, -   , 1.000000 
1886,VOLVO,S40,BASE,0,1, -   , 1.000000 
1887,VOLVO,S40,R-DESIGN,0,1, -   , 1.000000 
1888,VOLVO,S40,,0,3, -   , 1.000000 
1889,VOLVO,S60,2.4L,0,2, -   , 1.000000 
1890,VOLVO,S60,2.5L TURBO,0,1, -   , 1.000000 
1891,VOLVO,S60,2.5T,0,1, -   , 1.000000 
1892,VOLVO,S80,3.2L,0,2, -   , 1.000000 
1893,VOLVO,S80,I6,0,4, -   , 1.000000 
1894,VOLVO,S80,I6 TURBO,0,3, -   , 1.000000 
1895,VOLVO,S80,V8,0,1, -   , 1.000000 
1896,VOLVO,V50,2.4L,0,1, -   , 1.000000 
1897,VOLVO,V70,3.2,0,1, -   , 1.000000 
1898,VOLVO,V70,2.4T A SR 5DR WGN,0,1, -   , 1.000000 
1899,VOLVO,V70,XC,0,1, -   , 1.000000 
1900,VOLVO,XC60,3.0T,0,3, -   , 1.000000 
1901,VOLVO,XC70,3.0L T6 PLATINUM,0,1, -   , 1.000000 
1902,VOLVO,XC70,3.0T,0,1, -   , 1.000000 
1903,VOLVO,XC70,3.2L,0,3, -   , 1.000000 
1904,VOLVO,XC70,4DR AWD,0,1, -   , 1.000000 
1905,VOLVO,XC90,2.5L TURBO,0,2, -   , 1.000000 
1906,VOLVO,XC90,AWD,0,1, -   , 1.000000 
1907,VOLVO,XC90,I6 AWD,0,1, -   , 1.000000 
1908,VOLVO,XC90,I6 R-DESIGN,0,2, -   , 1.000000 
1909,VOLVO,XC90,V8,0,4, -   , 1.000000 
1910,VOLKSWAGEN,GLI,TURBO,0,1, -   , 1.000000 
1911,YAMAHA,VSTAR,,0,1, -   , 1.000000 
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
